TF,atr,mult_e,mult_t,mode,sesi,n,net,PF,WR%,avgR,maxDD,hijau,netSide,netBull,avgR_side
H1,10,1.8,3.8,moderate,all,1104,1368,1.14,34.5,0.022,-523,4/6,-57,1425,-0.0041
H1,10,1.8,3.8,moderate,ny,401,-304,0.91,35.7,-0.0147,-689,1/6,-249,-56,-0.0442
H1,10,1.8,3.8,conservative,all,592,2508,1.51,37.2,0.0806,-256,5/6,196,2312,0.023
H1,10,1.8,3.8,conservative,ny,230,462,1.27,38.7,0.0517,-254,4/6,-96,559,-0.022
H1,10,1.8,5.0,moderate,all,1013,951,1.1,35.4,0.0094,-855,3/6,-38,988,-0.0139
H1,10,1.8,5.0,moderate,ny,351,124,1.04,35.3,-0.0159,-478,2/6,-261,384,-0.0652
H1,10,1.8,5.0,conservative,all,644,1455,1.26,36.5,0.0395,-377,4/6,159,1296,0.0098
H1,10,1.8,5.0,conservative,ny,233,200,1.11,36.5,0.0228,-292,5/6,-76,277,-0.0305
H1,10,2.5,-,direct,all,1043,1142,1.1,35.6,0.0018,-1191,4/6,-356,1498,-0.0386
H1,10,2.5,-,direct,ny,384,1244,1.34,39.3,0.0532,-305,5/6,37,1207,-0.0015
H1,10,2.5,2.5,moderate,all,1043,1142,1.1,35.6,0.0018,-1191,4/6,-356,1498,-0.0386
H1,10,2.5,2.5,moderate,ny,384,1244,1.34,39.3,0.0532,-305,5/6,37,1207,-0.0015
H1,10,2.5,2.5,conservative,all,1043,1142,1.1,35.6,0.0018,-1191,4/6,-356,1498,-0.0386
H1,10,2.5,2.5,conservative,ny,384,1244,1.34,39.3,0.0532,-305,5/6,37,1207,-0.0015
H1,10,2.5,-,buy_only,all,521,1499,1.28,39.9,0.0924,-630,4/6,-191,1691,-0.0285
H1,10,2.5,-,buy_only,ny,199,497,1.24,40.7,0.0711,-267,4/6,-149,646,-0.0504
H1,10,2.5,-,sell_only,all,522,-357,0.94,31.2,-0.0885,-1265,1/6,-164,-193,-0.0487
H1,10,2.5,-,sell_only,ny,185,747,1.47,37.8,0.0341,-143,5/6,187,561,0.048
H1,10,2.5,3.8,moderate,all,811,1142,1.13,36.5,0.0266,-911,4/6,-151,1293,-0.0111
H1,10,2.5,3.8,moderate,ny,301,986,1.32,38.2,0.0376,-325,4/6,-35,1022,-0.0419
H1,10,2.5,3.8,conservative,all,351,658,1.17,37.3,0.0659,-550,4/6,164,494,0.0262
H1,10,2.5,3.8,conservative,ny,152,828,1.61,40.8,0.0858,-181,5/6,90,738,-0.0059
H1,10,2.5,5.0,moderate,all,721,717,1.09,37.4,0.0162,-1144,3/6,-179,896,-0.0265
H1,10,2.5,5.0,moderate,ny,247,672,1.28,39.7,0.0246,-318,4/6,-134,806,-0.0624
H1,10,2.5,5.0,conservative,all,363,596,1.15,36.6,0.0368,-439,4/6,49,546,0.0068
H1,14,1.2,-,direct,all,2639,1335,1.07,34.3,-0.0218,-1223,2/6,-730,2065,-0.0496
H1,14,1.2,-,direct,asia,450,911,1.28,32.0,-0.0253,-325,2/6,-212,1123,-0.1164
H1,14,1.2,-,direct,ny,787,-270,0.95,37.6,-0.0223,-661,1/6,-115,-155,-0.0245
H1,14,1.2,2.5,moderate,all,1840,1396,1.11,35.5,-0.0149,-900,4/6,-577,1972,-0.0581
H1,14,1.2,2.5,moderate,asia,234,989,1.52,36.3,0.0852,-178,4/6,-45,1034,-0.0413
H1,14,1.2,2.5,moderate,ny,620,173,1.04,37.6,-0.0314,-612,2/6,-313,486,-0.0847
H1,14,1.2,2.5,conservative,all,989,679,1.1,34.6,-0.0264,-750,3/6,-608,1287,-0.0982
H1,14,1.2,2.5,conservative,ny,347,107,1.05,37.5,-0.0378,-412,2/6,-331,438,-0.1274
H1,14,1.2,-,buy_only,all,1319,1513,1.17,36.1,0.021,-465,3/6,-286,1799,-0.0267
H1,14,1.2,-,buy_only,asia,265,554,1.31,32.8,-0.0106,-312,2/6,-152,705,-0.0712
H1,14,1.2,-,buy_only,ny,370,-44,0.98,39.7,0.0216,-284,3/6,52,-96,0.0182
H1,14,1.2,-,sell_only,all,1320,-177,0.98,32.6,-0.0646,-1866,1/6,-444,267,-0.0725
H1,14,1.2,-,sell_only,asia,185,357,1.24,30.8,-0.0465,-213,3/6,-60,418,-0.1868
H1,14,1.2,-,sell_only,ny,417,-226,0.91,35.7,-0.0614,-798,2/6,-167,-58,-0.0628
H1,14,1.2,3.8,moderate,all,1604,1413,1.13,34.2,-0.0096,-838,2/6,-381,1793,-0.0524
H1,14,1.2,3.8,moderate,asia,207,1019,1.71,32.9,0.0487,-270,3/6,-150,1169,-0.1557
H1,14,1.2,3.8,moderate,ny,544,73,1.02,35.1,-0.024,-520,2/6,-233,306,-0.0658
H1,14,1.2,3.8,conservative,all,1089,1911,1.26,34.3,-0.0097,-842,2/6,-485,2396,-0.0865
H1,14,1.2,3.8,conservative,asia,156,955,1.84,31.4,0.0562,-164,3/6,-82,1037,-0.1814
H1,14,1.2,3.8,conservative,ny,372,334,1.16,36.6,-0.011,-384,3/6,-222,556,-0.0925
H1,14,1.2,5.0,moderate,all,1507,1342,1.13,34.2,-0.0069,-678,2/6,-320,1662,-0.0459
H1,14,1.2,5.0,moderate,asia,205,791,1.5,32.7,0.0476,-203,4/6,57,733,0.0092
H1,14,1.2,5.0,moderate,ny,505,435,1.15,37.6,-0.0072,-374,3/6,-238,673,-0.0698
H1,14,1.2,5.0,conservative,all,1161,1809,1.24,35.0,0.0044,-451,3/6,-162,1971,-0.04
H1,14,1.2,5.0,conservative,asia,169,714,1.54,32.0,0.049,-154,4/6,54,660,0.0183
H1,14,1.2,5.0,conservative,ny,393,419,1.2,38.2,0.0095,-254,3/6,-148,567,-0.0655
H1,14,1.8,-,direct,all,1613,2194,1.16,35.5,0.0085,-727,3/6,16,2178,-0.0109
H1,14,1.8,-,direct,asia,203,672,1.27,36.5,0.0677,-574,5/6,17,654,-0.0176
H1,14,1.8,-,direct,ny,523,217,1.05,36.7,0.0138,-623,4/6,150,67,0.015
H1,14,1.8,2.5,moderate,all,1327,1426,1.12,36.2,0.0014,-915,4/6,-230,1656,-0.0375
H1,14,1.8,2.5,moderate,ny,479,382,1.1,37.2,-0.0018,-471,3/6,-90,472,-0.0416
H1,14,1.8,2.5,conservative,all,631,1308,1.25,35.7,-0.0193,-536,3/6,-295,1603,-0.0879
H1,14,1.8,2.5,conservative,ny,274,-100,0.95,35.4,-0.0506,-549,3/6,-161,61,-0.084
H1,14,1.8,-,buy_only,all,806,1850,1.26,38.6,0.0741,-652,5/6,6,1844,0.0128
H1,14,1.8,-,buy_only,ny,242,95,1.05,41.7,0.0923,-512,4/6,228,-133,0.1253
H1,14,1.8,-,sell_only,all,807,344,1.05,32.3,-0.0569,-1352,2/6,10,334,-0.0345
H1,14,1.8,-,sell_only,ny,281,122,1.06,32.4,-0.0539,-508,3/6,-78,199,-0.0786
H1,14,1.8,3.8,moderate,all,1091,1506,1.15,34.8,0.0301,-553,3/6,6,1501,-0.0006
H1,14,1.8,3.8,moderate,ny,383,-8,1.0,35.2,0.0047,-429,1/6,-172,164,-0.0407
H1,14,1.8,3.8,conservative,all,584,2746,1.57,38.0,0.0989,-222,6/6,228,2518,0.0303
H1,14,1.8,3.8,conservative,ny,220,620,1.39,39.1,0.0912,-177,5/6,5,615,-0.0034
H1,14,1.8,5.0,moderate,all,994,1658,1.18,37.2,0.0356,-847,3/6,122,1536,0.0029
H1,14,1.8,5.0,moderate,ny,344,366,1.14,37.2,0.0129,-433,3/6,-53,419,-0.0304
H1,14,1.8,5.0,conservative,all,646,2472,1.47,38.5,0.084,-367,6/6,341,2132,0.043
H1,14,1.8,5.0,conservative,ny,230,329,1.19,37.8,0.052,-294,5/6,52,276,-0.0002
H1,14,2.5,-,direct,all,1041,862,1.07,35.7,-0.0125,-1049,3/6,-481,1343,-0.0623
H1,14,2.5,-,direct,ny,378,502,1.14,36.2,-0.0246,-498,3/6,-289,792,-0.1072
H1,14,2.5,2.5,moderate,all,1041,862,1.07,35.7,-0.0125,-1049,3/6,-481,1343,-0.0623
H1,14,2.5,2.5,moderate,ny,378,502,1.14,36.2,-0.0246,-498,3/6,-289,792,-0.1072
H1,14,2.5,2.5,conservative,all,1041,862,1.07,35.7,-0.0125,-1049,3/6,-481,1343,-0.0623
H1,14,2.5,2.5,conservative,ny,378,502,1.14,36.2,-0.0246,-498,3/6,-289,792,-0.1072
H1,14,2.5,-,buy_only,all,520,1403,1.26,40.6,0.0729,-538,4/6,-229,1632,-0.0533
H1,14,2.5,-,buy_only,ny,195,149,1.07,38.5,0.008,-408,3/6,-270,419,-0.1418
H1,14,2.5,-,sell_only,all,521,-541,0.91,30.9,-0.0978,-1611,1/6,-252,-289,-0.0713
H1,14,2.5,-,sell_only,ny,183,353,1.22,33.9,-0.0594,-275,3/6,-20,373,-0.0713
H1,14,2.5,3.8,moderate,all,806,819,1.09,36.0,0.007,-801,3/6,-286,1105,-0.037
H1,14,2.5,3.8,moderate,ny,301,568,1.19,35.9,-0.0159,-516,3/6,-252,820,-0.1
H1,14,2.5,3.8,conservative,all,346,1002,1.26,37.6,0.0643,-430,5/6,149,853,0.0024
H1,14,2.5,3.8,conservative,ny,156,694,1.5,37.2,0.041,-212,5/6,15,678,-0.0641
H1,14,2.5,5.0,moderate,all,708,1250,1.16,39.1,0.0274,-1035,4/6,-155,1405,-0.0287
H1,14,2.5,5.0,moderate,ny,250,636,1.27,39.6,-0.0044,-300,3/6,-155,791,-0.0782
H1,14,2.5,5.0,conservative,all,373,1258,1.31,39.4,0.093,-510,5/6,211,1047,0.0478
H1,20,1.2,-,direct,all,2627,720,1.04,34.6,-0.0206,-1079,2/6,-617,1336,-0.0431
H1,20,1.2,-,direct,asia,442,696,1.21,32.1,-0.0322,-400,2/6,-220,916,-0.1174
H1,20,1.2,-,direct,ny,783,-529,0.9,38.2,-0.0125,-848,2/6,-74,-455,-0.0127
H1,20,1.2,2.5,moderate,all,1841,859,1.06,35.7,-0.0144,-874,3/6,-587,1446,-0.0472
H1,20,1.2,2.5,moderate,asia,245,506,1.24,33.5,0.0097,-286,4/6,-89,596,-0.0538
H1,20,1.2,2.5,moderate,ny,611,115,1.03,39.4,-0.0034,-454,3/6,-238,353,-0.0561
H1,20,1.2,2.5,conservative,all,974,-135,0.98,34.9,-0.0405,-705,2/6,-596,461,-0.0825
H1,20,1.2,2.5,conservative,ny,342,-19,0.99,38.9,-0.0183,-367,2/6,-268,248,-0.0906
H1,20,1.2,-,buy_only,all,1313,1325,1.15,36.9,0.0249,-638,4/6,-200,1525,-0.019
H1,20,1.2,-,buy_only,asia,254,530,1.3,33.9,-0.0071,-286,2/6,-154,684,-0.0658
H1,20,1.2,-,buy_only,ny,368,-231,0.91,41.0,0.0356,-501,4/6,74,-305,0.0371
H1,20,1.2,-,sell_only,all,1314,-605,0.94,32.3,-0.066,-1864,1/6,-417,-188,-0.0673
H1,20,1.2,-,sell_only,asia,188,165,1.11,29.8,-0.066,-229,2/6,-66,231,-0.195
H1,20,1.2,-,sell_only,ny,415,-298,0.89,35.7,-0.0551,-732,1/6,-148,-150,-0.0565
H1,20,1.2,3.8,moderate,all,1590,1224,1.11,34.8,0.0003,-586,3/6,-220,1444,-0.0388
H1,20,1.2,3.8,moderate,asia,194,811,1.59,32.5,0.0511,-191,4/6,-63,874,-0.0906
H1,20,1.2,3.8,moderate,ny,536,539,1.16,36.9,0.013,-303,5/6,-73,612,-0.0318
H1,20,1.2,3.8,conservative,all,1092,1212,1.16,34.6,0.002,-632,3/6,-334,1546,-0.0625
H1,20,1.2,3.8,conservative,asia,154,631,1.53,31.2,0.0488,-231,4/6,-19,650,-0.0933
H1,20,1.2,3.8,conservative,ny,366,324,1.15,37.4,0.0314,-239,3/6,-140,465,-0.0459
H1,20,1.2,5.0,moderate,all,1497,1188,1.11,34.5,0.0061,-840,2/6,-236,1424,-0.0312
H1,20,1.2,5.0,moderate,asia,205,675,1.44,31.2,0.0238,-297,5/6,37,638,-0.0176
H1,20,1.2,5.0,moderate,ny,487,191,1.07,38.2,0.0117,-325,3/6,-190,381,-0.0337
H1,20,1.2,5.0,conservative,all,1158,1681,1.21,35.1,0.0168,-675,3/6,-137,1818,-0.0277
H1,20,1.2,5.0,conservative,asia,165,627,1.51,30.9,0.0172,-248,5/6,22,605,-0.0217
H1,20,1.2,5.0,conservative,ny,386,126,1.05,38.1,0.023,-264,3/6,-124,249,-0.0301
H1,20,1.8,-,direct,all,1613,1990,1.14,35.5,0.0102,-764,4/6,99,1891,-0.0012
H1,20,1.8,-,direct,asia,210,464,1.17,35.2,0.0216,-571,3/6,-47,511,-0.0644
H1,20,1.8,-,direct,ny,504,325,1.09,37.3,0.0201,-516,3/6,138,187,0.0216
H1,20,1.8,2.5,moderate,all,1335,1454,1.12,36.3,0.0042,-702,5/6,-194,1648,-0.0278
H1,20,1.8,2.5,moderate,asia,162,569,1.29,34.6,0.0566,-268,4/6,0,569,0.0282
H1,20,1.8,2.5,moderate,ny,469,552,1.15,38.2,0.0071,-475,3/6,-113,666,-0.0344
H1,20,1.8,2.5,conservative,all,621,735,1.14,35.6,-0.0228,-442,3/6,-260,996,-0.0751
H1,20,1.8,2.5,conservative,ny,256,21,1.01,36.7,-0.0414,-402,3/6,-162,184,-0.0834
H1,20,1.8,-,buy_only,all,806,1903,1.27,38.2,0.078,-576,5/6,71,1832,0.0215
H1,20,1.8,-,buy_only,ny,238,196,1.11,40.3,0.0918,-355,3/6,204,-8,0.1244
H1,20,1.8,-,sell_only,all,807,87,1.01,32.7,-0.0575,-1491,2/6,28,59,-0.0237
H1,20,1.8,-,sell_only,ny,266,130,1.07,34.6,-0.044,-455,1/6,-66,195,-0.07
H1,20,1.8,3.8,moderate,all,1083,1383,1.14,35.2,0.0368,-641,4/6,122,1261,0.0099
H1,20,1.8,3.8,moderate,ny,378,714,1.24,36.0,0.0289,-361,3/6,-102,816,-0.0331
H1,20,1.8,3.8,conservative,all,593,2189,1.44,37.4,0.0977,-296,6/6,288,1901,0.0436
H1,20,1.8,3.8,conservative,ny,214,701,1.49,37.9,0.0994,-150,5/6,41,660,0.0155
H1,20,1.8,5.0,moderate,all,990,1543,1.17,36.9,0.0425,-844,4/6,108,1435,0.0103
H1,20,1.8,5.0,moderate,ny,320,467,1.21,36.6,0.0277,-347,3/6,-78,545,-0.0196
H1,20,1.8,5.0,conservative,all,648,2430,1.45,38.3,0.0929,-391,6/6,305,2125,0.0452
H1,20,1.8,5.0,conservative,ny,216,472,1.32,38.4,0.0723,-208,5/6,30,442,0.0077
H1,20,2.5,-,direct,all,1055,702,1.06,36.0,-0.0039,-839,5/6,-392,1094,-0.0382
H1,20,2.5,-,direct,ny,376,229,1.06,36.4,-0.0179,-527,3/6,-273,501,-0.0796
H1,20,2.5,2.5,moderate,all,1055,702,1.06,36.0,-0.0039,-839,5/6,-392,1094,-0.0382
H1,20,2.5,2.5,moderate,ny,376,229,1.06,36.4,-0.0179,-527,3/6,-273,501,-0.0796
H1,20,2.5,2.5,conservative,all,1055,702,1.06,36.0,-0.0039,-839,5/6,-392,1094,-0.0382
H1,20,2.5,2.5,conservative,ny,376,229,1.06,36.4,-0.0179,-527,3/6,-273,501,-0.0796
H1,20,2.5,-,buy_only,all,527,1398,1.24,39.8,0.0834,-699,4/6,-185,1583,-0.0291
H1,20,2.5,-,buy_only,ny,193,102,1.05,38.9,0.0264,-389,3/6,-199,301,-0.0986
H1,20,2.5,-,sell_only,all,528,-696,0.89,32.2,-0.091,-1634,2/6,-207,-489,-0.0472
H1,20,2.5,-,sell_only,ny,183,126,1.08,33.9,-0.0646,-356,3/6,-74,200,-0.0606
H1,20,2.5,3.8,moderate,all,804,629,1.07,36.9,0.0237,-661,5/6,-84,713,-0.0124
H1,20,2.5,3.8,moderate,ny,302,615,1.21,39.1,0.024,-342,3/6,-174,789,-0.0733
H1,20,2.5,3.8,conservative,all,350,1319,1.34,39.7,0.1026,-343,5/6,266,1053,0.0438
H1,20,2.5,3.8,conservative,ny,150,439,1.33,39.3,0.1044,-166,5/6,98,341,0.0104
H1,20,2.5,5.0,moderate,all,711,1259,1.15,39.2,0.0456,-786,5/6,-69,1328,-0.0043
H1,20,2.5,5.0,moderate,ny,238,359,1.16,39.5,0.0117,-285,3/6,-77,437,-0.0445
H1,20,2.5,5.0,conservative,all,383,1463,1.35,40.5,0.1117,-397,5/6,255,1208,0.0709
